business,address,city,state,zip,zip4,emps,sic4,sic4desc,bldgid,sourceid,lat,long,accuracy,hqbranch,familyid,familybus,familymsas,geog
THOMPSON CONSTRUCTION,241 WHISKEY RD,PORT TOWNSEND,WA,98368,9706,3,8741,Management Service,164335380,402260356,48.070963,-122.82052,3,9,0,0,0,0101000020E6100000B16D516683B45EC0EF1CCA5015094840
BELFAIR HOSE & HYDRAULIC INC,6117 NE MINDER RD,POULSBO,WA,98370,8852,3,5085,Wholesaler Of Industrial Supplies,166204195,402390286,47.801923,-122.57335,3,9,0,0,0,0101000020E610000058CA32C4B1A45EC08274B169A5E64740
CONTRACTORS WAREHOUSE,18971 FRONT ST NE,POULSBO,WA,98370,,1,5082,Wholesaler Of Construction And Mining Machinery,37307885,425190251,47.734915,-122.646863,3,9,0,0,0,0101000020E6100000847F113466A95EC0802BD9B111DE4740
LOLA'S MEXICAN KITCHEN,19015 FRONT ST NE,POULSBO,WA,98370,,6,5812,Eating Places,51381284,402810046,47.735234,-122.647709,3,9,0,0,0,0101000020E6100000CB14731074A95EC02174D0251CDE4740
LITTLE BEAN ESPRESSO,18980 JENSEN WAY,POULSBO,WA,98370,,3,5812,Eating Places,37307889,402793100,47.74696,-122.63689,7,9,0,0,0,0101000020E6100000904946CEC2A85EC0C8B5A1629CDF4740
ONE TEN LOUNGE,18881 FRONT ST,POULSBO,WA,98370,,4,5813,Drinking Places,37307806,402371607,47.734292,-122.646246,3,9,0,0,0,0101000020E6100000EFCA2E185CA95EC073DBBE47FDDD4740
BIG 5 SPORTING GOODS,21800 MARKET PL NW,POULSBO,WA,98370,6661,18,5941,Retailer Of Sporting Goods,166311493,402345339,47.75589,-122.66788,7,2,1771,430,66,0101000020E6100000C269C18BBEAA5EC0CDAFE600C1E04740
KITSAP CROSS FIT,20714 STATE HIGHWAY 305 NE #1B,POULSBO,WA,98370,8787,5,7991,Physical Fitness Facility,37310202,402446797,47.750543,-122.643731,3,2,0,0,0,0101000020E6100000F81A82E332A95EC0F19E03CB11E04740
INTERCOMM COUNSELING,18887 ST HIGHWAY 305 NE # 900,POULSBO,WA,98370,7465,1,8322,Individual/Family Service,37618539,649149606,47.734146,-122.637329,3,9,0,0,0,0101000020E6100000B6F292FFC9A85EC09F3E027FF8DD4740
ADM ARCHITECTURE,18820 FRONT ST,POULSBO,WA,98370,,3,8712,Architectural Service,37307776,402345170,47.734,-122.645652,3,9,0,0,0,0101000020E61000003526C45C52A95EC0CBA145B6F3DD4740
ABLE TO BE THERE MOBILE NOTARY,PO BOX 1657,PUYALLUP,WA,98371,,1,7389,Business Service,43440186,214355075,47.19977,-122.31986,7,9,0,0,0,0101000020E61000001CD3139678945EC0685C381092994740
DOMINO'S PIZZA,845 NE MONROE ST,PULLMAN,WA,99163,4042,15,5812,Eating Places,35501973,402359578,46.73375,-117.170091,3,2,3826,7232,331,0101000020E610000003965CC5E24A5DC052B81E85EB5D4740
AUTHORITY CLEANING,2719 E MAIN,PUYALLUP,WA,98372,3165,3,7349,Building Maintenance Service,41512014,404609065,47.192072,-122.25857,3,9,0,0,0,0101000020E6100000836E2F698C905EC0193DB7D095984740
NORTH SKY COMM ENGRG DIV,2224 104TH AVE E,EDGEWOOD,WA,98372,1513,2,8711,Engineering Service,181898238,402801670,47.23921,-122.28288,7,9,0,0,0,0101000020E6100000522CB7B41A925EC02670EB6E9E9E4740
ECONOMY SEPTIC SVC,PO BOX 731292,PUYALLUP,WA,98373,60,6,1711,Plumbing/Heating/Ac Contractor,199443983,596494260,47.15124,-122.32201,7,9,148429364,10,5,0101000020E61000000ABFD4CF9B945EC06CEC12D55B934740
EMERGENCY GARAGE DOORS & GATES,11416 CANYON RD E,PUYALLUP,WA,98373,3205,2,5211,Retailer Of Lumber And Other Building Materials,16058057,402368655,47.152389,-122.356918,3,9,0,0,0,0101000020E6100000A35698BED7965EC094A2957B81934740
SALON TEZE,13210 MERIDIAN E # C101,PUYALLUP,WA,98373,5629,8,7231,Beauty Shops,43265963,203184098,47.13652,-122.293192,3,9,0,0,0,0101000020E6100000BADC60A8C3925EC0FD9FC37C79914740
BUDGET TRUCK RENTAL,12413 MERIDIAN E # D,PUYALLUP,WA,98373,3470,2,7513,Truck Rental/Leasing Service,31114666,402801509,47.142749,-122.29277,3,2,148302664,6039,323,0101000020E6100000FFCF61BEBC925EC0B344679945924740
AIM PHYSICAL THERAPY,702 S HILL PARK DR # 101,PUYALLUP,WA,98373,1426,3,8049,Health Practitioner's Office,31161773,690723051,47.1612,-122.301595,3,9,0,0,0,0101000020E6100000C7681D554D935EC0BF0E9C33A2944740
SOUND MEDICAL IMAGING,12615 MERIDIAN E # 3,PUYALLUP,WA,98373,3426,12,8011,Medical Doctor's Office,13343452,402538724,47.141782,-122.292758,3,9,0,0,0,0101000020E61000001DE90C8CBC925EC0AB949EE925924740
WINGS WEST GOVERNOR EXCHANGE,16701 103RD AVENUE CT E,PUYALLUP,WA,98374,3766,3,4581,Airport/Airport Services,199443985,448215467,47.12028,-122.28693,7,9,0,0,0,0101000020E6100000718FA50F5D925EC0732EC555658F4740
PARTY CITY,10408 156TH ST E,PUYALLUP,WA,98374,9367,15,5947,Retailer Of Gifts And Novelties,181271070,402383216,47.114728,-122.291393,3,2,4972,969,204,0101000020E61000002252D32EA6925EC0BEF73768AF8E4740
DANIEL C ENE-STROESCU MD,11216 SUNRISE BLVD E # 3-105,PUYALLUP,WA,98374,8848,3,8011,Medical Doctor's Office,170296245,692908312,47.097365,-122.2795,3,9,0,0,0,0101000020E6100000D9CEF753E3915EC03563D174768C4740
EMERGENCY DENTAL CARE USA,10217 123RD STREET CT E # 100,PUYALLUP,WA,98374,2603,9,8021,Dentist's Office,31085136,402570591,47.144419,-122.292749,3,9,148365097,16,9,0101000020E6100000F33B4D66BC925EC0E4F560527C924740
ACUPUNCTURE ASSOCIATES,11216 SUNRISE BLVD E # 3-203,PUYALLUP,WA,98374,8848,3,8049,Health Practitioner's Office,170296245,667606008,47.097365,-122.2795,3,2,148304120,42,26,0101000020E6100000D9CEF753E3915EC03563D174768C4740
UNFORGETTABLE HAIR SALON,17512 66TH AVENUE CT E,PUYALLUP,WA,98375,2321,2,7231,Beauty Shops,31161004,402355273,47.098782,-122.340961,3,9,0,0,0,0101000020E6100000880D164ED2955EC07CB779E3A48C4740
JUDY PUBLISHING SVC INC,292984 US HIGHWAY 101,QUILCENE,WA,98376,,1,2741,Miscellaneous Publisher,101683502,400289226,47.83628,-122.887619,3,9,0,0,0,0101000020E6100000BA13ECBFCEB85EC0422619390BEB4740
R & R PAINT & PRESERVE WASHING,292924 US HIGHWAY 101,QUILCENE,WA,98376,,3,7359,Equipment Rental/Leasing Service,35705352,402260307,47.835263,-122.88748,3,9,0,0,0,0101000020E6100000A9F6E978CCB85EC08847E2E5E9EA4740
PAM HUNTER DESIGN,PO BOX 712,QUILCENE,WA,98376,712,1,7389,Business Service,150082324,400225040,47.83153,-122.87382,7,9,0,0,0,0101000020E6100000CEA5B8AAECB75EC04AD235936FEA4740
CURTIS INTERIORS,845 W WASHINGTON ST,SEQUIM,WA,98382,4010,2,1521,Single-Family Homes Contractor,199449925,402551860,48.079294,-123.121253,3,9,0,0,0,0101000020E6100000AE62F19BC2C75EC06F62484E260A4840
FAR WEST BUILDERS,210 N PRIEST RD,SEQUIM,WA,98382,4001,2,1542,Nonresidential Construction Contractor,102302627,402264012,48.080721,-123.131925,3,9,0,0,0,0101000020E610000096218E7571C85EC0DA8CD310550A4840
HIDAY CONCRETE INC,261533 HIGHWAY 101,SEQUIM,WA,98382,7412,3,1771,Concrete Contractor,37314830,402580742,48.0804,-123.176912,3,9,0,0,0,0101000020E61000004791B58652CB5EC0984C158C4A0A4840
EAGLE SIGNS & GRAPHICS,32 W WASHINGTON ST,SEQUIM,WA,98382,,1,3993,Manufacturer Of Advertising Displays,199449922,402264257,48.08142,-123.10907,7,9,0,0,0,0101000020E610000062BEBC00FBC65EC0C39E76F86B0A4840
BY DESIGN CTR,11 E RUNNION RD,SEQUIM,WA,98382,9403,5,1521,Single-Family Homes Contractor,40715367,689657500,48.087116,-123.167608,3,9,0,0,0,0101000020E610000012A3E716BACA5EC0AB7AF99D260B4840
CARPET ONE MC CRORIE,279 W WASHINGTON ST,SEQUIM,WA,98382,3339,2,5713,Retailer Of Floor Covering,35475298,626456651,48.079503,-123.107121,3,2,124035,981,255,0101000020E6100000C0ED0912DBC65EC08A7780272D0A4840
BUY BACK PRO,671 TAYLOR CUTOFF RD,SEQUIM,WA,98382,8284,2,5734,Retailer Of Computers And Software,102306193,402540463,48.066889,-123.156404,3,9,0,0,0,0101000020E6100000AB3DEC8502CA5EC028BB99D18F084840
IHOP RESTAURANT,1360 W WASHINGTON ST,SEQUIM,WA,98382,3230,40,5812,Eating Places,199449920,402576071,48.077596,-123.135577,3,2,2857,1798,288,0101000020E6100000BF45274BADC85EC074266DAAEE094840
BRIAN'S SPORTING GOODS & MORE,542 W WASHINGTON ST,SEQUIM,WA,98382,3279,2,5941,Retailer Of Sporting Goods,199449923,402784981,48.079801,-123.114164,3,9,0,0,0,0101000020E61000005B9885764EC75EC014984EEB360A4840
GEMS UNLIMTED,235 E WASHINGTON ST,SEQUIM,WA,98382,3486,2,5999,Retailer Of Miscellaneous Merchandise,31092776,402772063,48.079475,-123.098009,3,9,0,0,0,0101000020E6100000AD6D8AC745C65EC0C0EC9E3C2C0A4840
CLIFT ENTERPRISES INC,224 W WASHINGTON ST # 103,SEQUIM,WA,98382,3371,3,6162,Mortgage Bankers And Correspondents,31167140,646650713,48.079777,-123.105639,3,9,0,0,0,0101000020E6100000A88B14CAC2C65EC08BFCFA21360A4840
CASTELL INSURANCES,426 E WASHINGTON ST,SEQUIM,WA,98382,3489,2,6411,"Insurance Agents, Brokers And Service",31138072,402792687,48.079684,-123.095314,3,9,0,0,0,0101000020E61000007636E49F19C65EC0DA01D715330A4840
BLUE SKY REAL ESTATE,407 S SEQUIM AVE,SEQUIM,WA,98382,3809,3,6531,Real Estate Agents And Managers,102304688,402264241,48.076886,-123.102565,3,9,0,0,0,0101000020E6100000B62DCA6C90C65EC098C28366D7094840
TERI'S GREEN CLEANING,185 W ANDERSON RD,SEQUIM,WA,98382,8003,2,7212,Garment Pressing And Cleaners' Agents,102302179,402264037,48.144834,-123.172378,3,9,0,0,0,0101000020E61000003123BC3D08CB5EC0A8ACA6EB89124840
ELEGANT AFFAIRS WEDD & EVENT,300 S SUNNYSIDE AVE # 38,SEQUIM,WA,98382,3848,1,7299,Personal Service,31070508,402264298,48.077407,-123.100025,3,9,0,0,0,0101000020E610000013F241CF66C65EC0A1BDFA78E8094840
ANDRES MARCUS PHOTO & WEB DSGN,111 BON JON VIEW WAY,SEQUIM,WA,98382,8092,1,7335,Commercial Photographer,102300613,402264191,48.121669,-123.198329,3,9,0,0,0,0101000020E61000004C361E6CB1CC5EC0F0F78BD9920F4840
BOB HOLT'S RESCUE REPAIR,503 S 3RD AVE # G,SEQUIM,WA,98382,3794,2,7539,Automotive Repair Service,31306527,174987701,48.075589,-123.107884,3,9,0,0,0,0101000020E6100000BFF04A92E7C65EC0FB777DE6AC094840
JAMESTOWN FAMILY HEALTH CLINIC,808 N 5TH AVE,SEQUIM,WA,98382,3045,44,8011,Medical Doctor's Office,199449924,204639306,48.09006,-123.112902,3,9,0,0,0,0101000020E6100000CB694FC939C75EC0C1560916870B4840
FAMILY PLANNING-CLALLAM CNTY,777 N 5TH AVE,SEQUIM,WA,98382,3080,4,8322,Individual/Family Service,9707262,402264235,48.089703,-123.113315,3,9,0,0,0,0101000020E61000005CC98E8D40C75EC032AD4D637B0B4840
CARE NET PREGNANCY CTR,640 N SEQUIM AVE,SEQUIM,WA,98382,3148,10,8011,Medical Doctor's Office,31139723,402264038,48.085125,-123.102042,3,9,148309454,58,18,0101000020E610000061342BDB87C65EC037894160E50A4840
ANTHONY P MAUHAR JR,272 W BELL ST,SEQUIM,WA,98382,3753,2,8111,Legal Service,40717327,659937148,48.0789,-123.105686,3,9,0,0,0,0101000020E61000004969368FC3C65EC0C3D32B65190A4840
BRIDGE BUILDERS LTD,212 CENTER PARK WAY,SEQUIM,WA,98382,3463,6,8322,Individual/Family Service,181512464,217049949,48.08132,-123.09686,7,9,0,0,0,0101000020E6100000991249F432C65EC05F419AB1680A4840
LITTLE PALS DAYCARE,120 EL CAMINO DR,SEQUIM,WA,98382,9454,1,8351,Child Day Care Service,102300837,402264020,48.095547,-123.227686,3,9,0,0,0,0101000020E610000074F04C6892CE5EC08F1D54E23A0C4840
COASTAL MARINE LLC,9029 MOLLY LN # C,SEQUIM,WA,98382,,5,8711,Engineering Service,199449926,402264092,48.08142,-123.10907,7,9,110685,24,14,0101000020E610000062BEBC00FBC65EC0C39E76F86B0A4840
MICHAEL GRIMES PS,126 SAN JUAN DR,SEQUIM,WA,98382,9393,1,8721,Accounting/Bookkeeping Service,102301051,261353072,48.11142,-123.086267,3,9,0,0,0,0101000020E610000057EE056685C55EC0670FB402430E4840
BALANCED BUDGET BKPG SVC,7903 OLD OLYMPIC HWY,SEQUIM,WA,98382,8854,2,8721,Accounting/Bookkeeping Service,138481534,402264007,48.105478,-123.144167,3,9,0,0,0,0101000020E6100000658A39083AC95EC04739984D800D4840
RUE21,10315 SILVERDALE WAY NW # F02,SILVERDALE,WA,98383,7670,10,5651,Retailer Of Family Clothing,14218858,402576469,47.656317,-122.688124,3,2,148337250,958,253,0101000020E6100000EFE53E390AAC5EC08867093202D44740
AMERICA'S MATTRESS,3299 NW RANDALL WAY,SILVERDALE,WA,98383,8100,3,5712,Retailer Of Furniture,31084000,402370830,47.658982,-122.693313,3,9,30735,232,75,0101000020E610000011397D3D5FAC5EC08B53AD8559D44740
EDWARD JONES,2416 NW MYHRE RD # 102,SILVERDALE,WA,98383,7673,2,6282,Investment Advisory Services,31036432,402811268,47.659712,-122.68023,3,2,4751,13914,329,0101000020E610000084F068E388AB5EC0AE635C7171D44740
KITSAP HOME RENTAL SVC,3525 NW ANDERSON HILL RD,SILVERDALE,WA,98383,9130,4,6531,Real Estate Agents And Managers,35481317,401707672,47.648555,-122.698425,3,9,0,0,0,0101000020E61000005D6DC5FEB2AC5EC02254A9D903D34740
MIKE KARNES GUITAR INSTRUCTION,3035 NW BUCKLIN HILL RD,SILVERDALE,WA,98383,9190,2,8299,School/Educational Service,31091910,678135013,47.650415,-122.687673,3,9,0,0,0,0101000020E6100000E7559DD502AC5EC0F7E978CC40D34740
IBEW,10049 KITSAP MALL BLVD # 105,SILVERDALE,WA,98383,8901,2,8631,Labor Organization,37294745,402772312,47.65448,-122.69283,3,2,148501338,1168,266,0101000020E610000003ECA35357AC5EC06BF12900C6D34740
LABORERS' INTERNATIONAL UNION,10049 KITSAP MALL BLVD # 105,SILVERDALE,WA,98383,8901,2,8631,Labor Organization,37294745,174909382,47.65448,-122.69283,3,2,130684,492,184,0101000020E610000003ECA35357AC5EC06BF12900C6D34740
ELITE TAX & FINANCIAL LLC,16204 PACIFIC AVE S,SPANAWAY,WA,98387,8265,2,8721,Accounting/Bookkeeping Service,14228106,402368839,47.10917,-122.434965,3,9,0,0,0,0101000020E6100000E6797077D69B5EC027DA5548F98D4740
CIGARLAND,821 VALLEY AVE E,SUMNER,WA,98390,1833,2,5993,Tobacco Stores And Stands,31066991,402783008,47.201423,-122.229298,3,9,56292,6,4,0101000020E610000072C284D1AC8E5EC0C3D4963AC8994740
CHASE BANK,1201 VALLEY AVE E,SUMNER,WA,98390,3225,10,6021,National Commercial Banks,41503325,402368881,47.206237,-122.229213,3,2,2363,8666,247,0101000020E61000005BB4006DAB8E5EC0D21C59F9659A4740
SUBWAY,20980 STATE ROUTE 410 E,BONNEY LAKE,WA,98391,6302,8,5812,Eating Places,53532944,402592894,47.167776,-122.150363,3,2,1261,28864,331,0101000020E6100000D2E1218C9F895EC0E08618AF79954740
ALL TRADE HOME INSPECTION,20901 STATE ROUTE 410 E,BONNEY LAKE,WA,98391,6302,3,6531,Real Estate Agents And Managers,27267080,402921554,47.168296,-122.151619,3,9,0,0,0,0101000020E6100000F19C2D20B4895EC018062CB98A954740
CROSS FIT LAKE TAPPS,8201 204TH AVENUE CT E,BONNEY LAKE,WA,98391,6121,2,7991,Physical Fitness Facility,98281474,402446752,47.182766,-122.157305,3,2,0,0,0,0101000020E6100000D39FFD48118A5EC00E6954E064974740
AUBURN REGIONAL MEDICAL CTR,21220 STATE ROUTE 410 E,BONNEY LAKE,WA,98391,8458,3,8099,Health/Allied Service,143871038,698297173,47.167463,-122.146815,3,2,148358159,3,2,0101000020E6100000FCE3BD6A65895EC02025766D6F954740
ANZI DENTAL CTR BONNEY LAKE,8412 MYERS RD E # 104,BONNEY LAKE,WA,98391,5112,7,8021,Dentist's Office,31235544,402574698,47.18327,-122.191629,3,9,0,0,0,0101000020E6100000C6FD47A6438C5EC0412B306475974740
ELITE MEDICAL BILLING LLC,12003 205TH AVENUE CT E,BONNEY LAKE,WA,98391,7462,3,8721,Accounting/Bookkeeping Service,98276744,402538749,47.146951,-122.156119,3,9,0,0,0,0101000020E610000031D28BDAFD895EC0A88E554ACF924740
AMOCAT CAFE,625 ST HELENS AVE,TACOMA,WA,98402,2304,5,5812,Eating Places,35707197,402550328,47.258251,-122.442805,3,9,0,0,0,0101000020E61000005760C8EA569C5EC06494675E0EA14740
FARMERS INSURANCE,702 BROADWAY # 103,TACOMA,WA,98402,3735,1,6411,"Insurance Agents, Brokers And Service",38715138,401693599,47.257757,-122.441347,3,2,3001,13423,271,0101000020E610000003CC7C073F9C5EC054A86E2EFEA04740
DELTAN CLUB,733 COMMERCE ST,TACOMA,WA,98402,4502,15,8641,Civic/Social Association,199454660,404206958,47.256657,-122.43991,3,9,0,0,0,0101000020E6100000BCCB457C279C5EC00DA5F622DAA04740
FAIRMONT TERRACE APARTMENTS,522 N I ST,TACOMA,WA,98403,2024,2,6513,Apartment Building Operators,32358253,402801623,47.263627,-122.456293,3,9,0,0,0,0101000020E610000033198EE7339D5EC0DAAB8F87BEA14740
ABODES NW REAL ESTATE,2209 N 30TH ST # 1,TACOMA,WA,98403,3352,1,6531,Real Estate Agents And Managers,9623587,402372121,47.274887,-122.465463,3,9,0,0,0,0101000020E6100000E09F5225CA9D5EC03B8C497F2FA34740
PAPA MURPHY'S TAKE 'N' BAKE,1201 S UNION AVE # 4,TACOMA,WA,98405,1916,14,5812,Eating Places,155500590,525769600,47.25002,-122.483428,3,2,8315,1776,190,0101000020E6100000207EFE7BF09E5EC047ACC5A700A04740
TACOMA FRESH FLORIST,1718 6TH AVE,TACOMA,WA,98405,,5,5992,Retail Florist,199454675,402623777,47.256049,-122.461722,3,9,0,0,0,0101000020E6100000FF756EDA8C9D5EC03596B036C6A04740
MULTICARE ORTHOPEDIC & SPORTS,315 MARTIN LUTHER KING JR WAY,TACOMA,WA,98405,4234,3,8011,Medical Doctor's Office,13350244,421117693,47.260108,-122.453368,3,9,0,0,0,0101000020E6100000634337FB039D5EC0C8B60C384BA14740
CHILDREN'S LIFE II,2229 S 19TH ST,TACOMA,WA,98405,2945,4,8351,Child Day Care Service,35469610,402368694,47.242819,-122.466691,3,9,0,0,0,0101000020E61000009A95ED43DE9D5EC078EC67B1149F4740
FOUNDATION ESCROW,4119 6TH AVE,TACOMA,WA,98406,4012,2,6099,Depository Banking Services,102787796,649891280,47.255457,-122.492137,3,9,0,0,0,0101000020E6100000B309302C7F9F5EC06344A2D0B2A04740
D & N COMPUTER SVC,5601 N 37TH ST # XX1,TACOMA,WA,98407,2698,2,7378,Computer Maintenance Service,9719881,694701590,47.281832,-122.511753,3,9,0,0,0,0101000020E610000050A8A78FC0A05EC0AF7B2B1213A44740
TACOMA WALDORF SCHOOL,2710 N MADISON ST,TACOMA,WA,98407,5230,5,8351,Child Day Care Service,31160268,946389996,47.272072,-122.490531,3,9,0,0,0,0101000020E610000026AB22DC649F5EC023145B41D3A24740
PENELOPE LOUCAS ART CONSLTNG,2801 N NARROWS DR # E4,TACOMA,WA,98407,1447,1,8742,Management Consulting Service,38702436,400177743,47.272996,-122.523598,3,9,0,0,0,0101000020E610000011902FA182A15EC02BF86D88F1A24740
TACOMA TAXI GROUP,3001 CHANDLER ST,TACOMA,WA,98409,7932,4,4121,Taxicab Service,199454688,402578188,47.23276,-122.455688,3,9,0,0,0,0101000020E61000007F4B00FE299D5EC092E86514CB9D4740
N K TIRE SHOP NEW & USED,5020 SOUTH TACOMA WAY,TACOMA,WA,98409,4449,2,5531,Retailer Of Automotive And Home Supplies,41516955,402770405,47.21142,-122.483872,3,9,0,0,0,0101000020E6100000CFDC43C2F79E5EC033DC80CF0F9B4740
SLEEP COUNTRY USA,6001 TACOMA MALL BLVD,TACOMA,WA,98409,6826,4,5712,Retailer Of Furniture,31155294,402770409,47.202912,-122.462718,3,2,26181,107,13,0101000020E61000005051F52B9D9D5EC0A4FB3905F9994740
NATIONAL SKATE DISTRICT INC,3680 S CEDAR ST # I,TACOMA,WA,98409,5728,5,5941,Retailer Of Sporting Goods,31176236,500979422,47.224736,-122.476552,3,9,0,0,0,0101000020E6100000FAB5F5D37F9E5EC0EF1D3526C49C4740
GUILD MORTGAGE CO,2702 S 42ND ST # 116,TACOMA,WA,98409,7315,20,6162,Mortgage Bankers And Correspondents,9637493,402355107,47.219123,-122.472122,3,2,29778,150,50,0101000020E6100000376E313F379E5EC09566F3380C9C4740
WADDELL & REED INC,4002 TACOMA MALL BLVD # 104,TACOMA,WA,98409,7702,9,6282,Investment Advisory Services,9688335,525770822,47.220793,-122.466757,3,2,2766,675,159,0101000020E6100000768BC058DF9D5EC0C617EDF1429C4740
J E ALMOND INC,3901 S FIFE ST # 300,TACOMA,WA,98409,7309,28,7361,Employment Agency,11175756,400713017,47.221729,-122.471188,3,9,0,0,0,0101000020E61000002191B6F1279E5EC093C9A99D619C4740
CLEAR,4502 S STEELE ST,TACOMA,WA,98409,7242,4,7374,Data Processing/Preparation Services,38709257,402422352,47.217852,-122.467802,3,9,61394,77,35,0101000020E610000038C0CC77F09D5EC021AF0793E29B4740
CINDY'S FLOWER SHOP,3803 YAKIMA AVE,TACOMA,WA,98418,,2,5992,Retail Florist,138585716,402627126,47.223049,-122.443059,3,9,0,0,0,0101000020E6100000B4CC22145B9C5EC0E833A0DE8C9C4740
ABSOLUTE HOUSE CLEANING SVC,3410 FAWCETT AVE,TACOMA,WA,98418,6842,2,7389,Business Service,102803617,400280593,47.229624,-122.438117,3,9,0,0,0,0101000020E610000096B4E21B0A9C5EC03830B951649D4740
WSU PIERCE EXTENSION,3602 PACIFIC AVE # B,TACOMA,WA,98418,7920,32,9121,Legislative Body,45019506,973637861,47.226308,-122.434232,3,9,0,0,0,0101000020E61000001BB80375CA9B5EC05E6919A9F79C4740
R J'S BURGER JOINT,430 E 25TH ST # 23,TACOMA,WA,98421,1333,3,5812,Eating Places,31093168,402383724,47.2397,-122.427622,3,9,0,0,0,0101000020E61000003543AA285E9B5EC0F46C567DAE9E4740
SONITROL,304 PUYALLUP AVE,TACOMA,WA,98421,1315,16,7382,Security Systems Service,31150046,402580142,47.24033,-122.430847,3,2,6193,153,112,0101000020E61000001AA54BFF929B5EC0B41F2922C39E4740
PREMIERE DELIVERY SVC,2010 48TH AVENUE CT E,FIFE,WA,98424,2653,6,7513,Truck Rental/Leasing Service,31187430,609404496,47.238872,-122.364518,3,9,0,0,0,0101000020E61000006A334E4354975EC00EF7915B939E4740
EXPRESS NORTH AMERICA COURIERS,2519 PACIFIC HWY E # H,FIFE,WA,98424,1047,50,4513,Air Courier Services,31115210,677771735,47.243347,-122.395294,3,9,0,0,0,0101000020E61000008693347F4C995EC0344A97FE259F4740
SERENITY COUNSELING SVC,5005 PACIFIC HWY E # 20,FIFE,WA,98424,2647,5,8399,Social Service,16055796,175011758,47.243207,-122.362928,3,9,0,0,0,0101000020E61000005FB35C363A975EC042942F68219F4740
GNC,2202 PENDLETON AVE,LEWIS MCCHORD,WA,98433,,4,5499,Miscellaneous Food Stores,47014211,402592585,47.089888,-122.587038,3,2,318,5331,327,0101000020E610000098E0D40792A55EC0C4263273818B4740
GARDIANS OF HOPE,3710 RIVER RD E,TACOMA,WA,98443,2143,2,8399,Social Service,14717120,402368360,47.230009,-122.378112,3,9,0,0,0,0101000020E6100000698EACFC32985EC0916456EF709D4740
TRUNG DO GOLDSMITH SVC,8639 PACIFIC AVE,TACOMA,WA,98444,6470,3,3914,Manufacturer Of Silverware/Plated Ware,37332636,232045120,47.177306,-122.433858,3,9,0,0,0,0101000020E6100000E9465854C49B5EC03AB187F6B1964740
E & V TIRES & WHEELS,13401 PACIFIC AVE S,TACOMA,WA,98444,4865,2,5531,Retailer Of Automotive And Home Supplies,38689482,402801592,47.13538,-122.434418,3,9,0,0,0,0101000020E6100000CCB22781CD9B5EC02844C02154914740
NORTHWESTERN MUTUAL FINANCIAL,10611 9TH AVENUE CT S,TACOMA,WA,98444,2767,14,6282,Investment Advisory Services,138588505,402355098,47.160778,-122.446654,3,2,56298,1434,270,0101000020E61000002AA8A8FA959C5EC049F59D5F94944740
IMMEDIA,10753 A ST S,TACOMA,WA,98444,6063,20,7331,Direct Mail Advertising Services,181226927,175058338,47.159945,-122.431338,3,9,148399521,18,12,0101000020E610000069E1B20A9B9B5EC05114E81379944740
BROOKDALE MEDICAL ASSOC,205 117TH ST S,TACOMA,WA,98444,4809,4,8011,Medical Doctor's Office,31237723,562033431,47.150527,-122.434443,3,9,0,0,0,0101000020E6100000793E03EACD9B5EC01E15FF7744934740
HICKER DENTAL EQUIPMENT-REPAIR,9523 19TH AVE E # B,TACOMA,WA,98445,5557,4,5047,Wholesaler Of Medical Equipment,37334165,695529511,47.170331,-122.403775,3,9,0,0,0,0101000020E610000050FC1873D7995EC05B3FFD67CD954740
CROSS FIT PIERCE COUNTY,1828 112TH ST E # B,TACOMA,WA,98445,3744,1,7991,Physical Fitness Facility,46924164,402446853,47.154882,-122.40421,3,2,0,0,0,0101000020E6100000D6AD9E93DE995EC09A5E622CD3934740
STEEL STREET FASTSTOP & 76,8910 48TH AVE E,TACOMA,WA,98446,5502,4,5541,Gasoline Service Stations,31181750,896193950,47.176381,-122.365242,3,2,1019,4901,270,0101000020E61000000A48FB1F60975EC0615111A793964740
Q CLUB OFFICE,12501 PARK AVE,TACOMA,WA,98447,1,2,8611,Business Association,198200664,562015040,47.144948,-122.439584,3,9,0,0,0,0101000020E610000012F6ED24229C5EC070CFF3A78D924740
